# Logfile created on 2026-03-25 02:33:05 +0100 by logger.rb/v1.5.3
2026-03-25 02:33:05 +0100: Memory Usage (435928K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic_backup/OTA_Telescopic_NO_FLATTEN/Layout_and_Related_files/OTA_Telescopic_TOP_wp.gds
2026-03-25 02:33:05 +0100: Memory Usage (435928K) : Ruby Version for klayout: 3.2.3
2026-03-25 02:33:05 +0100: Memory Usage (435972K) : Loading database to memory is complete.
2026-03-25 02:33:05 +0100: Memory Usage (435972K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic_backup/OTA_Telescopic_NO_FLATTEN/Layout_and_Related_files/drc_run_OTA_Telescopic_TOP_wp/OTA_Telescopic_TOP_wp_OTA_Telescopic_TOP_wp_passiv.lyrdb
2026-03-25 02:33:05 +0100: Memory Usage (435972K) : Evaluate switches.
2026-03-25 02:33:05 +0100: Memory Usage (435972K) : tables selected: passiv
2026-03-25 02:33:05 +0100: Memory Usage (435972K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-25 02:33:05 +0100: Memory Usage (435972K) : deep mode is enabled.
2026-03-25 02:33:05 +0100: Memory Usage (437644K) : activ_iopc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (437644K) : activ_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (437644K) : biwind_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (437644K) : biwind_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438688K) : pemwind_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438688K) : gatpoly_drw has 2679 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438688K) : gatpoly_pin has 377 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438688K) : gatpoly_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438688K) : gatpoly_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438688K) : gatpoly_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438688K) : gatpoly_iopc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438952K) : gatpoly_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438952K) : cont_drw has 24680 polygons
2026-03-25 02:33:05 +0100: Memory Usage (438952K) : cont_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439196K) : nsd_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439196K) : nsd_block has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439196K) : metal1_drw has 7670 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439456K) : metal1_pin has 2038 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439456K) : metal1_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439456K) : metal1_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439456K) : metal1_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439720K) : metal1_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439720K) : metal1_text has 1 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439720K) : metal1_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439720K) : metal1_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (439720K) : metal1_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440100K) : metal1_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440100K) : metal1_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440100K) : passiv_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440100K) : passiv_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440100K) : passiv_sbump has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440364K) : passiv_pillar has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440364K) : passiv_pdl has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440364K) : metal2_drw has 1317 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440976K) : metal2_pin has 11 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440976K) : metal2_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440976K) : metal2_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440976K) : metal2_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (440976K) : metal2_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441240K) : metal2_text has 6 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441324K) : metal2_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441324K) : metal2_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441324K) : metal2_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441324K) : metal2_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441584K) : metal2_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441584K) : baspoly_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441584K) : baspoly_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441584K) : psd_drw has 1551 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441584K) : nldb_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441848K) : digibnd_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441848K) : via1_drw has 9054 polygons
2026-03-25 02:33:05 +0100: Memory Usage (441848K) : backmetal1_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442172K) : backmetal1_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442172K) : backmetal1_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442172K) : backmetal1_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442172K) : backmetal1_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442172K) : backmetal1_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442436K) : backmetal1_text has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442436K) : backmetal1_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442436K) : backmetal1_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442436K) : backmetal1_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442700K) : backmetal1_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442700K) : backmetal1_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442700K) : backpassiv_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442700K) : res_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442700K) : sram_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442916K) : trans_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442916K) : ind_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (442916K) : ind_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443176K) : ind_text has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443176K) : salblock_drw has 7 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443176K) : via2_drw has 4753 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443312K) : metal3_drw has 226 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443312K) : metal3_pin has 8 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443572K) : metal3_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443588K) : metal3_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443588K) : metal3_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443588K) : metal3_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443848K) : metal3_text has 2 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443848K) : metal3_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443848K) : metal3_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443848K) : metal3_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (443848K) : metal3_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444112K) : metal3_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444112K) : nwell_drw has 1216 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444112K) : nwell_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444112K) : nbulay_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444376K) : nbulay_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444376K) : nbulay_block has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444376K) : emwind_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444492K) : emwind_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444492K) : deepco_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444664K) : deepco_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444664K) : mim_drw has 2 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444664K) : edgeseal_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444924K) : edgeseal_bound has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444924K) : substrate_drw has 723 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444924K) : substrate_text has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444924K) : dfpad_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (444924K) : dfpad_pillar has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445188K) : dfpad_sbump has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445188K) : thickgateox_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445188K) : pldb_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445188K) : pwell_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445188K) : pwell_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445452K) : pwell_block has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445452K) : ic_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445608K) : via3_drw has 4357 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445608K) : metal4_drw has 157 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445608K) : metal4_pin has 3 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445868K) : metal4_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445868K) : metal4_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445868K) : metal4_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445868K) : metal4_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (445868K) : metal4_text has 5 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446132K) : metal4_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446132K) : metal4_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446268K) : metal4_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446268K) : metal4_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446268K) : metal4_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446268K) : heattrans_drw has 1555 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446528K) : heatres_drw has 7 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446528K) : pempoly_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446528K) : fbe_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446528K) : empoly_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446788K) : ldmos_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446788K) : pbiwind_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446788K) : digisub_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (446788K) : nodrc_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447048K) : text_drw has 1107 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447048K) : via4_drw has 4250 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447048K) : metal5_drw has 107 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447048K) : metal5_pin has 12 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447312K) : metal5_mask has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447312K) : metal5_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447312K) : metal5_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447312K) : metal5_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447312K) : metal5_text has 18 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447576K) : metal5_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447576K) : metal5_noqrc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447576K) : metal5_res has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447576K) : metal5_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447576K) : metal5_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447936K) : radhard_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447936K) : memcap_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447936K) : varicap_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (447936K) : flash_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448196K) : intbondvia_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448196K) : intbondmet_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448196K) : devbondvia_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448196K) : devbondmet_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448196K) : devtrench_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448460K) : redist_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448460K) : graphbot_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448460K) : graphtop_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448460K) : antvia1_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448460K) : antmetal2_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448724K) : graphcont_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448724K) : siwg_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448724K) : siwg_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448724K) : siwg_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448940K) : sigrating_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448940K) : singrating_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (448940K) : graphpas_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449200K) : emwind3_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449200K) : emwihv3_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449200K) : redbulay_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449200K) : smos_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449200K) : graphpad_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449448K) : polimide_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449448K) : polimide_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449448K) : recog_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449448K) : recog_pin has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449448K) : recog_esd has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449708K) : recog_diode has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449708K) : recog_tsv has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449708K) : recog_iprobe has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449708K) : recog_diffprb has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449708K) : recog_pillar has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449708K) : recog_sbump has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449708K) : recog_otp has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449972K) : recog_pdiode has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449972K) : recog_mom has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449972K) : recog_pcm has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449972K) : colopen_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449972K) : graphmetal1_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449972K) : graphmetal1_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (449972K) : graphmetal1_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450236K) : graphmetal1_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450236K) : graphmetal1_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450236K) : graphmet1l_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450236K) : graphmet1l_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450236K) : graphmet1l_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450500K) : graphmet1l_slit has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450500K) : graphmet1l_opc has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450500K) : extblock_drw has 21 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450500K) : nldd_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450764K) : pldd_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450764K) : next_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450764K) : pext_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450764K) : nexthv_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (450764K) : pexthv_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451028K) : graphgate_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451028K) : sinwg_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451028K) : sinwg_filler has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451028K) : sinwg_nofill has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451028K) : mempad_drw has 0 polygons
2026-03-25 02:33:05 +0100: Memory Usage (451028K) : topvia1_drw has 924 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451028K) : topmetal1_drw has 120 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451292K) : topmetal1_pin has 15 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451292K) : topmetal1_mask has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451292K) : topmetal1_filler has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451292K) : topmetal1_nofill has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451292K) : topmetal1_slit has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451556K) : topmetal1_text has 4 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451556K) : topmetal1_noqrc has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451556K) : topmetal1_res has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451556K) : topmetal1_iprobe has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451556K) : topmetal1_diffprb has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451820K) : inldpwl_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451820K) : polyres_drw has 7 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451820K) : polyres_pin has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451820K) : vmim_drw has 578 polygons
2026-03-25 02:33:06 +0100: Memory Usage (451820K) : nbulaycut_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452084K) : antmetal1_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452084K) : topvia2_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452084K) : topmetal2_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452084K) : topmetal2_pin has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452084K) : topmetal2_mask has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452348K) : topmetal2_filler has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452348K) : topmetal2_nofill has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452348K) : topmetal2_slit has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452348K) : topmetal2_text has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452348K) : topmetal2_noqrc has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452612K) : topmetal2_res has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452612K) : topmetal2_iprobe has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452612K) : topmetal2_diffprb has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452612K) : snsring_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452612K) : sensor_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452876K) : snsarms_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452876K) : snscmosvia_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452876K) : colwind_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (452876K) : flm_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453140K) : hafniumox_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453140K) : memvia_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453140K) : thinfilmres_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453140K) : rfmem_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453140K) : norcx_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453140K) : norcx_m2m3 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453140K) : norcx_m2m4 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453140K) : norcx_m2m5 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453404K) : norcx_m2tm1 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453404K) : norcx_m2tm2 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453404K) : norcx_m3m4 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453404K) : norcx_m3m5 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453404K) : norcx_m3tm1 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453404K) : norcx_m3tm2 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453668K) : norcx_m4m5 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453668K) : norcx_m4tm1 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453668K) : norcx_m4tm2 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453668K) : norcx_m5tm1 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453668K) : norcx_m5tm2 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453668K) : norcx_tm1tm2 has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453668K) : norcx_m1sub has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453932K) : norcx_m2sub has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453932K) : norcx_m3sub has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453932K) : norcx_m4sub has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453932K) : norcx_m5sub has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453932K) : norcx_tm1sub has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453932K) : norcx_tm2sub has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (453932K) : snsbotvia_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (454196K) : snstopvia_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (454196K) : deepvia_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (454196K) : fgetch_drw has 0 polygons
2026-03-25 02:33:06 +0100: Memory Usage (454196K) : ctrgat_drw has 0 polygons
