# Logfile created on 2026-03-25 02:33:03 +0100 by logger.rb/v1.5.3
2026-03-25 02:33:03 +0100: Memory Usage (436372K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic_backup/OTA_Telescopic_NO_FLATTEN/Layout_and_Related_files/OTA_Telescopic_TOP_wp.gds
2026-03-25 02:33:03 +0100: Memory Usage (436372K) : Ruby Version for klayout: 3.2.3
2026-03-25 02:33:03 +0100: Memory Usage (438104K) : Loading database to memory is complete.
2026-03-25 02:33:03 +0100: Memory Usage (438104K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic_backup/OTA_Telescopic_NO_FLATTEN/Layout_and_Related_files/drc_run_OTA_Telescopic_TOP_wp/OTA_Telescopic_TOP_wp_OTA_Telescopic_TOP_wp_topmetal1.lyrdb
2026-03-25 02:33:03 +0100: Memory Usage (438104K) : Evaluate switches.
2026-03-25 02:33:03 +0100: Memory Usage (438104K) : tables selected: topmetal1
2026-03-25 02:33:03 +0100: Memory Usage (438104K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-25 02:33:03 +0100: Memory Usage (438104K) : deep mode is enabled.
2026-03-25 02:33:03 +0100: Memory Usage (446016K) : metal4_drw has 157 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446016K) : metal4_pin has 3 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446276K) : metal4_mask has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446276K) : metal4_filler has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446276K) : metal4_nofill has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446276K) : metal4_slit has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446276K) : metal4_text has 5 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446540K) : metal4_opc has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446540K) : metal4_noqrc has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446684K) : metal4_res has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446684K) : metal4_iprobe has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446684K) : metal4_diffprb has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446684K) : heattrans_drw has 1555 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446944K) : heatres_drw has 7 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446944K) : pempoly_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446944K) : fbe_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (446944K) : empoly_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447156K) : ldmos_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447156K) : pbiwind_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447156K) : digisub_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447416K) : nodrc_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447416K) : text_drw has 1107 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447416K) : via4_drw has 4250 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447416K) : metal5_drw has 107 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447680K) : metal5_pin has 12 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447680K) : metal5_mask has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447680K) : metal5_filler has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447680K) : metal5_nofill has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447680K) : metal5_slit has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447944K) : metal5_text has 18 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447944K) : metal5_opc has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447944K) : metal5_noqrc has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447944K) : metal5_res has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (447944K) : metal5_iprobe has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448208K) : metal5_diffprb has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448352K) : radhard_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448352K) : memcap_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448352K) : varicap_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448352K) : flash_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448612K) : intbondvia_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448612K) : intbondmet_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448612K) : devbondvia_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448612K) : devbondmet_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448612K) : devtrench_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448876K) : redist_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448876K) : graphbot_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448876K) : graphtop_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448876K) : antvia1_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (448876K) : antmetal2_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449140K) : graphcont_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449140K) : siwg_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449140K) : siwg_filler has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449140K) : siwg_nofill has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449364K) : sigrating_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449364K) : singrating_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449364K) : graphpas_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449624K) : emwind3_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449624K) : emwihv3_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449624K) : redbulay_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449624K) : smos_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449624K) : graphpad_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449872K) : polimide_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449872K) : polimide_pin has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449872K) : recog_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449872K) : recog_pin has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (449872K) : recog_esd has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450132K) : recog_diode has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450132K) : recog_tsv has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450132K) : recog_iprobe has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450132K) : recog_diffprb has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450132K) : recog_pillar has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450132K) : recog_sbump has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450132K) : recog_otp has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450396K) : recog_pdiode has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450396K) : recog_mom has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450396K) : recog_pcm has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450396K) : colopen_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450396K) : graphmetal1_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450396K) : graphmetal1_filler has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450396K) : graphmetal1_nofill has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450660K) : graphmetal1_slit has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450660K) : graphmetal1_opc has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450660K) : graphmet1l_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450660K) : graphmet1l_filler has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450660K) : graphmet1l_nofill has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450924K) : graphmet1l_slit has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450924K) : graphmet1l_opc has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450924K) : extblock_drw has 21 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450924K) : nldd_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (450924K) : pldd_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451188K) : next_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451188K) : pext_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451188K) : nexthv_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451188K) : pexthv_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451452K) : graphgate_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451452K) : sinwg_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451452K) : sinwg_filler has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451452K) : sinwg_nofill has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451452K) : mempad_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451452K) : topvia1_drw has 924 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451452K) : topmetal1_drw has 120 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451716K) : topmetal1_pin has 15 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451716K) : topmetal1_mask has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451716K) : topmetal1_filler has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451716K) : topmetal1_nofill has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451716K) : topmetal1_slit has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451716K) : topmetal1_text has 4 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451980K) : topmetal1_noqrc has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451980K) : topmetal1_res has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451980K) : topmetal1_iprobe has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451980K) : topmetal1_diffprb has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (451980K) : inldpwl_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (452244K) : polyres_drw has 7 polygons
2026-03-25 02:33:03 +0100: Memory Usage (452244K) : polyres_pin has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (452244K) : vmim_drw has 578 polygons
2026-03-25 02:33:03 +0100: Memory Usage (452244K) : nbulaycut_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (452508K) : antmetal1_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (452508K) : topvia2_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (452508K) : topmetal2_drw has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (452508K) : topmetal2_pin has 0 polygons
2026-03-25 02:33:03 +0100: Memory Usage (452508K) : topmetal2_mask has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (452772K) : topmetal2_filler has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (452772K) : topmetal2_nofill has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (452772K) : topmetal2_slit has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (452772K) : topmetal2_text has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (452772K) : topmetal2_noqrc has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453036K) : topmetal2_res has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453036K) : topmetal2_iprobe has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453036K) : topmetal2_diffprb has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453036K) : snsring_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453036K) : sensor_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453300K) : snsarms_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453300K) : snscmosvia_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453300K) : colwind_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453300K) : flm_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453300K) : hafniumox_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453564K) : memvia_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453564K) : thinfilmres_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453564K) : rfmem_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453564K) : norcx_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453564K) : norcx_m2m3 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453564K) : norcx_m2m4 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453564K) : norcx_m2m5 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453564K) : norcx_m2tm1 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453828K) : norcx_m2tm2 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453828K) : norcx_m3m4 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453828K) : norcx_m3m5 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453828K) : norcx_m3tm1 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453828K) : norcx_m3tm2 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453828K) : norcx_m4m5 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (453828K) : norcx_m4tm1 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454092K) : norcx_m4tm2 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454092K) : norcx_m5tm1 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454092K) : norcx_m5tm2 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454092K) : norcx_tm1tm2 has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454092K) : norcx_m1sub has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454092K) : norcx_m2sub has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454092K) : norcx_m3sub has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454356K) : norcx_m4sub has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454356K) : norcx_m5sub has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454356K) : norcx_tm1sub has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454356K) : norcx_tm2sub has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454356K) : snsbotvia_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454356K) : snstopvia_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454356K) : deepvia_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454620K) : fgetch_drw has 0 polygons
2026-03-25 02:33:04 +0100: Memory Usage (454620K) : ctrgat_drw has 0 polygons
