# Logfile created on 2026-03-25 02:33:02 +0100 by logger.rb/v1.5.3
2026-03-25 02:33:02 +0100: Memory Usage (435692K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic_backup/OTA_Telescopic_NO_FLATTEN/Layout_and_Related_files/OTA_Telescopic_TOP_wp.gds
2026-03-25 02:33:02 +0100: Memory Usage (435692K) : Ruby Version for klayout: 3.2.3
2026-03-25 02:33:02 +0100: Memory Usage (435692K) : Loading database to memory is complete.
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/Design/xschem/HPAmplifier/OTA_Telescopic_backup/OTA_Telescopic_NO_FLATTEN/Layout_and_Related_files/drc_run_OTA_Telescopic_TOP_wp/OTA_Telescopic_TOP_wp_OTA_Telescopic_TOP_wp_topmetal1filler.lyrdb
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : Evaluate switches.
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : tables selected: topmetal1filler
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : KLayout will use 4 thread(s) in tiled mode.
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : deep mode is enabled.
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : FEOL enabled: false
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : BEOL enabled: false
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : OFFGRID enabled: true
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : PIN enabled: false
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : FORBIDDEN enabled: false
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : RECOMMENDED enabled: true
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : PreCheck DRC enabled: false
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : CONNECTIVITY_RULES enabled: false.
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : Read in polygons from layers.
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : activ_drw has 5032 polygons
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : activ_pin has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : activ_mask has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : activ_filler has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : activ_nofill has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : activ_opc has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : activ_iopc has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : activ_noqrc has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : biwind_drw has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (437084K) : biwind_opc has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438200K) : pemwind_drw has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438200K) : gatpoly_drw has 2679 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438200K) : gatpoly_pin has 377 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438200K) : gatpoly_filler has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438200K) : gatpoly_nofill has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438464K) : gatpoly_opc has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438464K) : gatpoly_iopc has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438464K) : gatpoly_noqrc has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438464K) : cont_drw has 24680 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438464K) : cont_opc has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438728K) : nsd_drw has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438848K) : nsd_block has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438848K) : metal1_drw has 7670 polygons
2026-03-25 02:33:02 +0100: Memory Usage (438848K) : metal1_pin has 2038 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439108K) : metal1_mask has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439108K) : metal1_filler has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439108K) : metal1_nofill has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439108K) : metal1_slit has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439372K) : metal1_text has 1 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439372K) : metal1_opc has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439372K) : metal1_noqrc has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439372K) : metal1_res has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439372K) : metal1_iprobe has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439872K) : metal1_diffprb has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439872K) : passiv_drw has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439872K) : passiv_pin has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439872K) : passiv_sbump has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (439872K) : passiv_pillar has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (440136K) : passiv_pdl has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (440136K) : metal2_drw has 1317 polygons
2026-03-25 02:33:02 +0100: Memory Usage (440136K) : metal2_pin has 11 polygons
2026-03-25 02:33:02 +0100: Memory Usage (440816K) : metal2_mask has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (440816K) : metal2_filler has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (440816K) : metal2_nofill has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (440816K) : metal2_slit has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (440816K) : metal2_text has 6 polygons
2026-03-25 02:33:02 +0100: Memory Usage (441080K) : metal2_opc has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (441124K) : metal2_noqrc has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (441124K) : metal2_res has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (441124K) : metal2_iprobe has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (441384K) : metal2_diffprb has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (441384K) : baspoly_drw has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (441384K) : baspoly_pin has 0 polygons
2026-03-25 02:33:02 +0100: Memory Usage (441384K) : psd_drw has 1551 polygons
2026-03-25 02:33:02 +0100: Memory Usage (441384K) : nldb_drw has 0 polygons
